,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,15,15,15,15,15,15,15,15,15,15,15,15,15
Reserves,94,80,63,65,103,117,127,131,133,139,152,164,170
Borrowings,26,28,22,4,37,16,79,69,109,98,113,148,148
Other Liabilities,14,10,12,24,52,40,57,41,33,31,41,30,49
Total Liabilities,149,134,112,108,207,188,278,256,290,282,320,356,381
Fixed Assets,46,39,18,18,20,20,22,30,28,15,15,14,182
CWIP,21,26,27,26,0,0,0,1,21,61,108,155,0
Investments,42,40,29,9,59,72,72,74,71,72,75,82,81
Other Assets,40,28,37,55,129,96,185,151,170,134,122,105,119
Total Assets,149,134,112,108,207,188,278,256,290,282,320,356,381
