,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.91,74.91,74.91,74.91,74.91,74.91,74.9,74.9
DIIs,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
Public,24.98,24.98,24.98,24.98,24.98,24.98,24.98,24.97
No. of Shareholders,6508.0,6394.0,6364.0,6338.0,6283.0,6231.0,6155.0,6083.0
