,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,2,2,3,3
Reserves,49,50,61,114
Borrowings,29,34,24,29
Other Liabilities,7,14,14,31
Total Liabilities,88,101,102,177
Fixed Assets,3,3,2,4
CWIP,0,0,1,0
Investments,0,0,0,4
Other Assets,86,99,99,168
Total Assets,88,101,102,177
