,2021-03-01,2022-03-01,2023-03-01
Debtor Days,23.0,18,31
Inventory Days,36.0,36,27
Days Payable,9.0,12,12
Cash Conversion Cycle,50.0,41,46
Working Capital Days,70.0,57,62
ROCE %,,5,9
