,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,48,48,48,48,48,48,48,48,48,48,48,48,48
Reserves,-24,-100,-156,-120,-116,103,19,-31,-28,-53,-61,-70,-112
Borrowings,259,300,144,79,63,90,54,275,276,231,168,120,153
Other Liabilities,209,256,380,428,379,440,491,357,447,496,573,590,416
Total Liabilities,492,504,416,434,373,681,611,649,743,722,727,689,505
Fixed Assets,73,68,61,55,53,316,299,280,272,257,242,248,237
CWIP,10,0,0,0,1,0,0,3,2,2,18,4,5
Investments,14,20,23,28,35,38,38,38,38,38,38,38,38
Other Assets,395,416,333,351,284,327,274,327,431,424,430,399,224
Total Assets,492,504,416,434,373,681,611,649,743,722,727,689,505
