,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.00,0.00
Expenses,0.09,0.08,1.02,0.12,0.28,0.08,0.31,0.07,0.42,0.35,0.08,0.43,0.27
Operating Profit,-0.09,-0.08,-1.02,-0.12,-0.28,-0.08,-0.31,-0.07,0.18,0.25,0.22,-0.43,-0.27
OPM %,,,,,,,,,30.0,41.67,73.33,,
Other Income,0.00,0.00,13.96,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.01,0.00,0.00
Interest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.02,0.03,0.03
Depreciation,0.00,0.00,0.00,0.18,0.18,0.18,0.18,0.18,0.19,0.19,-0.32,0.06,0.06
Profit before tax,-0.09,-0.08,12.94,-0.30,-0.46,-0.26,-0.49,-0.25,-0.04,0.04,0.53,-0.52,-0.36
Tax %,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00
Net Profit,-0.09,-0.09,12.94,-0.30,-0.46,-0.26,-0.49,-0.25,-0.04,0.04,0.53,-0.52,-0.36
EPS in Rs,-0.01,-0.01,41.81,-0.97,-0.04,-0.03,-0.05,-0.02,-0.0,0.0,0.05,-0.05,-0.03
