,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,29.0,35,40,43,36,45,59,54,50,44,52
Inventory Days,98.0,148,117,136,114,173,150,157,138,108,122
Days Payable,36.0,31,45,59,22,62,53,71,69,51,41
Cash Conversion Cycle,92.0,152,112,120,128,156,156,140,120,101,134
Working Capital Days,31.0,83,65,68,77,121,114,102,109,92,117
ROCE %,,13,8,9,7,8,9,6,5,14,2
