,2022-04-01,2022-09-01,2023-03-01,2023-09-01,2023-11-01
Promoters,65.89,65.89,66.2,67.91,67.91
FIIs,0.0,0.0,0.0,2.0,1.79
DIIs,0.0,0.0,0.0,0.04,0.0
Public,34.11,34.11,33.8,30.05,30.3
No. of Shareholders,1951.0,834.0,663.0,815.0,1107.0
