,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1.31,0.88,1.03,1.15,1.68,1.34,1.43,0.85,1.69,1.25,1.57,2.1,2.42
Expenses,1.21,1.48,1.57,1.12,1.6,1.43,1.21,1.57,1.61,1.62,1.72,1.37,1.53
Operating Profit,0.1,-0.6,-0.54,0.03,0.08,-0.09,0.22,-0.72,0.08,-0.37,-0.15,0.73,0.89
OPM %,7.63,-68.18,-52.43,2.61,4.76,-6.72,15.38,-84.71,4.73,-29.6,-9.55,34.76,36.78
Other Income,0.14,0.1,0.15,0.11,0.23,0.14,0.22,0.1,0.2,0.28,1.0,0.16,0.25
Interest,0.03,0.02,0.03,0.02,0.02,0.17,0.03,0.03,0.03,0.04,0.05,0.05,0.05
Depreciation,0.04,0.05,0.05,0.04,0.04,0.09,0.11,0.09,0.09,0.11,0.12,0.1,0.1
Profit before tax,0.17,-0.57,-0.47,0.08,0.25,-0.21,0.3,-0.74,0.16,-0.24,0.68,0.74,0.99
Tax %,35.29,1.75,6.38,25.0,64.0,23.81,3.33,25.68,37.5,4.17,19.12,36.49,16.16
Net Profit,2.36,2.51,-7.05,-0.16,0.09,-0.1,0.33,-0.68,0.2,0.32,0.55,0.48,0.84
EPS in Rs,6.01,6.39,-17.96,-0.41,0.23,-0.25,0.84,-1.73,0.51,0.81,1.4,1.22,2.14
