,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-3.21,2.44,10.04
Cash from Investing Activity,-0.06,-0.09,-0.8
Cash from Financing Activity,1.86,-3.83,-9.33
Net Cash Flow,-1.41,-1.48,-0.09
