,2021-03-01,2022-03-01,2023-03-01
Sales,28.2,29.74,67.35
Expenses,23.61,25.07,57.19
Operating Profit,4.59,4.67,10.16
OPM %,16.28,15.7,15.09
Other Income,0.14,0.13,0.89
Interest,4.05,2.99,2.72
Depreciation,1.08,0.91,0.86
Profit before tax,-0.4,0.9,7.47
Tax %,20.0,28.89,25.84
Net Profit,-0.33,0.64,5.55
EPS in Rs,-1.18,2.29,19.84
