,2021-03-01,2022-03-01,2023-03-01
Debtor Days,512.42,495.71,202.96
Inventory Days,288.3,180.97,
Days Payable,878.77,528.59,
Cash Conversion Cycle,-78.04,148.09,202.96
Working Capital Days,458.45,465.39,200.95
ROCE %,,9.01,24.00
