,2021-03-01,2022-03-01,2023-03-01
Equity Capital,2.8,2.8,2.8
Reserves,9.91,10.55,16.1
Borrowings,30.45,29.6,22.99
Other Liabilities,15.97,12.5,7.92
Total Liabilities,59.13,55.45,49.81
Fixed Assets,2.46,1.59,1.56
CWIP,0.0,0.0,0.0
Investments,0.06,0.11,0.1
Other Assets,56.61,53.75,48.15
Total Assets,59.13,55.45,49.81
