,2022-03-01,2023-03-01
Debtor Days,1095.0,87.38
Inventory Days,365.0,107.66
Days Payable,0.0,221.98
Cash Conversion Cycle,1460.0,-26.94
Working Capital Days,2487.41,8.5
ROCE %,,5.01
