,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,25.77,25.77,25.77,0.11,0.0
Public,74.23,74.23,74.23,99.89,100.0
No. of Shareholders,513.0,1394.0,1210.0,1326.0,1394.0
