,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4,4,4,4,4,4,4,4,4,4,4,4,4
Reserves,20,21,23,25,27,29,30,31,32,33,35,39,40
Borrowings,4,21,32,27,41,35,20,31,29,30,43,64,66
Other Liabilities,9,11,6,9,23,20,13,12,15,15,23,20,31
Total Liabilities,37,58,64,65,96,87,67,79,80,82,106,127,141
Fixed Assets,6,6,14,14,13,15,16,15,16,20,25,31,31
CWIP,0,0,0,0,0,0,0,0,0,0,1,0,0
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,31,52,50,51,83,73,51,64,64,62,80,96,110
Total Assets,37,58,64,65,96,87,67,79,80,82,106,127,141
