,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,58,58,58,58,58,58,58,58,58,60,297,297,296
Reserves,1793,1910,2008,2238,2705,3124,3506,4071,4875,6796,8268,10030,10554
Borrowings,1228,1704,2175,2435,2515,2396,3142,3730,4135,3469,3655,4478,4976
Other Liabilities,888,902,1227,1152,1146,1389,1657,2028,1795,2586,3544,3931,3827
Total Liabilities,3968,4575,5469,5883,6424,6968,8363,9888,10862,12911,15765,18736,19655
Fixed Assets,2078,2340,3551,3922,4113,4405,5122,5609,6368,7827,8425,10050,10856
CWIP,417,565,112,104,117,259,559,754,1393,772,1672,2406,2683
Investments,141,151,37,94,165,196,122,101,203,417,321,494,573
Other Assets,1332,1518,1769,1762,2029,2109,2561,3424,2899,3895,5347,5786,5542
Total Assets,3968,4575,5469,5883,6424,6968,8363,9888,10862,12911,15765,18736,19655
