,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,42.0,42.0,40.0,38.0,39.0,40.0,42.0,41.0,44.0,93.0,112.0,115.0,159.0
Expenses,61.0,59.0,63.0,64.0,64.0,71.0,78.0,80.0,76.0,78.0,83.0,89.0,91.0
Operating Profit,-19.0,-17.0,-23.0,-26.0,-24.0,-31.0,-36.0,-39.0,-31.0,15.0,28.0,26.0,68.0
OPM %,-44.0,-41.0,-58.0,-68.0,-62.0,-76.0,-84.0,-94.0,-70.0,16.0,25.0,23.0,43.0
Other Income,24.0,22.0,-31.0,18.0,-11.0,16.0,32.0,30.0,21.0,26.0,-7.0,33.0,36.0
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,14.0,8.0,8.0
Profit before tax,0.0,0.0,-58.0,-11.0,-39.0,-18.0,-6.0,-12.0,-14.0,38.0,7.0,51.0,96.0
Tax %,500.0,100.0,-1.0,-2.0,4.0,3.0,-42.0,-1.0,4.0,45.0,345.0,24.0,17.0
Net Profit,-0.0,0.0,-59.0,-10.0,-34.0,-14.0,2.0,-6.0,-14.0,20.0,-26.0,37.0,79.0
EPS in Rs,-0.1,0.0,-12.82,-2.16,-7.39,-2.96,0.97,-0.84,-2.31,4.77,-5.16,8.54,17.88
