,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,9,9,9,9,9,9,9,9,9,9,9,9,9
Reserves,1677,1806,2552,2919,3132,3157,3194,3168,3122,3082,3087,3106,3235
Borrowings,1247,1464,495,486,509,498,101,4,0,0,0,4,6
Other Liabilities,731,1408,529,548,327,311,287,275,268,251,272,347,453
Total Liabilities,3663,4687,3585,3962,3977,3975,3591,3457,3400,3342,3368,3466,3703
Fixed Assets,516,526,532,457,286,382,362,364,381,364,382,387,377
CWIP,3,0,4,0,0,0,3,0,0,0,0,0,1
Investments,1638,1967,1166,2008,2428,2207,1542,1016,898,859,796,658,659
Other Assets,1506,2193,1882,1497,1263,1386,1683,2077,2121,2120,2190,2421,2666
Total Assets,3663,4687,3585,3962,3977,3975,3591,3457,3400,3342,3368,3466,3703
