,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,42.98,42.98,42.98,42.98,42.98,42.98,42.98,42.98,42.98
Public,57.02,57.02,57.02,57.02,57.02,57.02,57.02,57.02,57.02
No. of Shareholders,2284.0,2286.0,2286.0,2287.0,2294.0,2289.0,2416.0,2611.0,2644.0
