,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,2.55,2.64,3.6,3.18,3.02,3.65,5.01,3.88,4.84,5.85,6.6,7.49,7.54
Expenses,0.49,0.8,0.91,0.84,0.75,0.95,1.67,0.93,1.18,1.44,1.96,1.88,1.65
Operating Profit,2.06,1.84,2.69,2.34,2.27,2.7,3.34,2.95,3.66,4.41,4.64,5.61,5.89
OPM %,80.78,69.7,74.72,73.58,75.17,73.97,66.67,76.03,75.62,75.38,70.3,74.9,78.12
Other Income,0.03,0.04,0.01,0.08,0.04,0.04,0.04,0.05,0.05,0.09,0.04,0.07,0.07
Interest,0.06,0.12,0.22,0.32,0.35,0.51,0.59,0.71,0.85,1.19,1.61,2.18,2.22
Depreciation,0.04,0.09,0.05,0.08,0.1,0.11,0.11,0.1,0.13,0.13,0.17,0.16,0.17
Profit before tax,1.99,1.67,2.43,2.02,1.86,2.12,2.68,2.19,2.73,3.18,2.9,3.34,3.57
Tax %,25.13,23.35,42.8,25.74,24.73,26.42,39.93,28.31,25.27,33.02,25.17,26.35,26.33
Net Profit,1.48,1.29,1.39,1.51,1.4,1.57,1.61,1.57,2.04,2.13,2.17,2.47,2.63
EPS in Rs,0.77,0.67,0.72,0.78,0.72,0.81,0.83,0.81,1.06,1.1,1.12,1.28,1.36
