,2022-03-01,2023-03-01
Equity Capital,5.97,5.97
Reserves,,12.08
Borrowings,,10.08
Other Liabilities,,6.04
Total Liabilities,,34.17
Fixed Assets,,0.68
CWIP,,0.02
Investments,,0.0
Other Assets,,33.47
Total Assets,,34.17
