,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,68.18,68.18,68.18,67.92
FIIs,5.32,5.98,5.43,5.15
DIIs,12.77,13.56,16.51,15.37
Public,13.39,12.0,9.62,11.02
Others,0.34,0.28,0.25,0.54
No. of Shareholders,45131.0,35522.0,42478.0,59394.0
