,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-597,-1418,-749,-793,-1641,-1663
Cash from Investing Activity,184,15,20,10,18,18
Cash from Financing Activity,741,1631,545,1459,1418,1584
Net Cash Flow,329,229,-184,676,-204,-61
