,2007-03-01,2008-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,-3.97,1.39,3.56,2.04,9.03,2.69,0.07,24.26,24.31,-8.67
Cash from Investing Activity,,-0.61,-2.1,-0.44,-0.23,-1.42,2.18,-8.46,1.6,-29.42,6.93
Cash from Financing Activity,,4.52,0.78,-2.99,-1.92,-6.86,-5.52,8.09,-25.75,5.32,2.29
Net Cash Flow,,-0.06,0.07,0.13,-0.11,0.74,-0.64,-0.29,0.12,0.21,0.55
