,2007-03-01,2008-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,74.12,92.94,128.94,151.83,36.78,29.92,53.55,57.8,11.85,76.86,11.95
Inventory Days,128.9,157.43,35.02,40.94,31.11,23.09,19.42,16.93,214.9,13.13,14.01
Days Payable,101.08,49.74,158.01,201.66,20.47,40.94,52.28,42.53,200.13,95.72,12.47
Cash Conversion Cycle,101.94,200.63,5.95,-8.9,47.42,12.07,20.69,32.19,26.62,-5.73,13.49
Working Capital Days,247.76,315.82,95.97,122.28,83.58,72.99,75.44,113.41,124.6,47.13,89.64
ROCE %,,5.23,,5.7,5.85,3.84,3.22,3.77,1.27,5.17,-0.39
