,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.1,0.68,0.69,0.85,0.19,0.53,0.63,0.68,0.36,0.81,0.52,0.95,0.84
Expenses,0.88,0.76,1.15,0.94,1.03,0.71,0.85,0.99,0.85,0.82,0.94,1.12,1.17
Operating Profit,-0.78,-0.08,-0.46,-0.09,-0.84,-0.18,-0.22,-0.31,-0.49,-0.01,-0.42,-0.17,-0.33
OPM %,-780.0,-11.76,-66.67,-10.59,-442.11,-33.96,-34.92,-45.59,-136.11,-1.23,-80.77,-17.89,-39.29
Other Income,0.06,0.02,0.12,0.2,0.09,0.02,0.03,0.13,0.13,0.1,0.01,0.01,1.12
Interest,0.08,0.09,0.1,0.1,0.11,0.1,0.12,0.14,0.15,0.15,0.17,0.15,0.15
Depreciation,0.13,0.13,0.13,0.13,0.04,0.04,0.04,0.09,0.12,0.12,0.13,0.1,0.11
Profit before tax,-0.93,-0.28,-0.57,-0.12,-0.9,-0.3,-0.35,-0.41,-0.63,-0.18,-0.71,-0.41,0.53
Tax %,0.0,0.0,-5.26,0.0,0.0,0.0,-11.43,0.0,0.0,0.0,4.23,0.0,0.0
Net Profit,-0.97,-0.31,-0.61,-0.14,-0.92,-0.36,-0.48,-0.41,-0.63,-0.18,-0.67,-0.41,0.53
EPS in Rs,-1.21,-0.38,-0.77,-0.18,-1.15,-0.46,-0.61,-0.52,-0.8,-0.23,-0.85,-0.52,0.67
