,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,6.01,6.01,6.01,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91
Reserves,15.6,17.11,18.59,19.81,20.44,19.67,14.19,11.29,9.95,8.14,6.17,3.93,4.13
Borrowings,0.08,0.1,0.1,0.0,0.0,0.0,0.0,0.86,2.33,5.77,7.04,10.71,9.97
Other Liabilities,4.06,3.55,2.72,2.24,1.75,2.54,2.77,2.93,4.18,2.05,1.59,1.6,2.31
Total Liabilities,25.75,26.77,27.42,29.96,30.1,30.12,24.87,22.99,24.37,23.87,22.71,24.15,24.32
Fixed Assets,18.47,17.9,17.88,17.65,17.54,17.45,17.35,17.34,19.28,18.78,17.61,18.85,18.64
CWIP,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0
Investments,5.04,5.44,6.45,5.3,5.3,6.93,1.39,2.09,2.0,3.6,3.76,3.76,3.5
Other Assets,2.24,3.43,2.97,7.01,7.26,5.74,6.13,3.56,3.07,1.49,1.33,1.54,2.18
Total Assets,25.75,26.77,27.42,29.96,30.1,30.12,24.87,22.99,24.37,23.87,22.71,24.15,24.32
