,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,49.88,49.88,50.41,54.04,54.82,55.7,57.4,57.4
FIIs,3.02,5.02,4.87,1.26,1.26,1.26,2.46,2.46
DIIs,2.03,2.03,2.03,2.03,2.03,1.2,0.0,0.0
Public,45.07,43.06,42.68,42.67,41.88,41.84,40.16,40.14
No. of Shareholders,815.0,776.0,770.0,768.0,797.0,1001.0,1171.0,1286.0
