,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,42.79,42.79,0.17,42.79,35.2,14.79,0.18
FIIs,8.89,11.53,1.75,1.75,0.44,0.43,0.43
DIIs,2.68,0.04,0.05,0.05,0.04,0.04,0.04
Public,45.64,45.64,98.04,55.42,64.32,84.74,99.35
No. of Shareholders,6072.0,6211.0,6853.0,8492.0,12088.0,15174.0,13178.0
