,2022-03-01,2023-03-01
Equity Capital,28.63,28.71
Reserves,-34.65,-35.4
Borrowings,16.72,17.2
Other Liabilities,1.48,1.84
Total Liabilities,12.18,12.35
Fixed Assets,2.17,1.71
CWIP,0.0,0.0
Investments,0.15,0.15
Other Assets,9.86,10.49
Total Assets,12.18,12.35
