,2016-06-01,2016-09-01,2017-06-01
Sales,2.19,5.24,0.86
Expenses,1.75,4.80,1.83
Operating Profit,0.44,0.44,-0.97
OPM %,20.09,8.40,-112.79
Other Income,0.02,0.02,0.02
Interest,-0.01,0.00,-0.01
Depreciation,0.43,0.44,0.43
Profit before tax,0.04,0.02,-1.37
Tax %,25.00,-50.00,33.58
Net Profit,0.02,0.02,-0.91
EPS in Rs,,,-0.16
