,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,16.35,18.05,9.12,10.87,21.5
Expenses,15.52,17.21,9.51,9.80,18.28
Operating Profit,0.83,0.84,-0.39,1.07,3.22
OPM %,5.08,4.65,-4.28,9.84,14.98
Other Income,0.04,0.07,0.04,0.05,0.21
Interest,0.61,0.80,0.82,0.93,1.55
Depreciation,0.06,0.08,0.06,0.06,0.04
Profit before tax,0.20,0.03,-1.23,0.13,1.84
Tax %,50.00,0.00,-45.53,30.77,8.15
Net Profit,0.10,0.03,-1.79,0.09,1.69
EPS in Rs,,,,,12.87
