,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,2.66,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78
Reserves,2.32,3.19,3.71,4.35,4.86,5.33,6.28,6.99,8.34,10.57,14.64,18.59,19.18
Borrowings,0.6900000000000001,0.43,0.68,0.56,0.64,1.4,2.87,7.95,9.39,9.01,11.55,11.69,7.05
Other Liabilities,4.34,4.79,7.59,8.6,5.92,13.77,21.81,19.49,14.65,12.24,9.34,15.02,15.12
Total Liabilities,10.01,11.19,14.76,16.29,14.2,23.28,33.74,37.21,35.16,34.6,38.31,48.08,44.13
Fixed Assets,2.04,2.05,2.34,2.23,2.4,2.83,2.92,3.9,7.18,7.77,9.79,9.57,9.67
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,7.97,9.14,12.42,14.06,11.8,20.45,30.82,33.31,27.98,26.83,28.52,38.51,34.46
Total Assets,10.01,11.19,14.76,16.29,14.2,23.28,33.74,37.21,35.16,34.6,38.31,48.08,44.13
