,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,926.0,1088.0,1342.0,960.0,1673.0,1452.0,1807.0,1411.0,1194.0,1189.0,1147.0,996.0,988.0
Expenses,794.0,806.0,998.0,809.0,1327.0,1099.0,1460.0,1217.0,1096.0,1110.0,1049.0,1031.0,942.0
Operating Profit,132.0,283.0,344.0,151.0,346.0,353.0,346.0,194.0,98.0,78.0,97.0,-35.0,46.0
OPM %,14.0,26.0,26.0,16.0,21.0,24.0,19.0,14.0,8.0,7.0,8.0,-3.0,5.0
Other Income,3.0,101.0,264.0,14.0,22.0,13.0,9.0,-65.0,17.0,17.0,31.0,18.0,37.0
Interest,121.0,113.0,92.0,100.0,149.0,37.0,35.0,36.0,40.0,39.0,38.0,44.0,39.0
Depreciation,32.0,33.0,36.0,31.0,33.0,33.0,40.0,41.0,33.0,35.0,33.0,32.0,35.0
Profit before tax,-18.0,237.0,481.0,34.0,186.0,295.0,280.0,53.0,42.0,21.0,56.0,-93.0,9.0
Tax %,35.0,33.0,24.0,15.0,19.0,20.0,17.0,23.0,8.0,-32.0,18.0,31.0,-182.0
Net Profit,-12.0,160.0,364.0,29.0,151.0,237.0,232.0,41.0,39.0,27.0,46.0,-64.0,26.0
EPS in Rs,-1.79,23.85,27.16,2.15,9.57,14.98,14.65,2.57,2.44,1.72,2.91,-4.05,1.65
