,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,-1.09,-0.37,-0.68,-0.46,0.72,-1.06,-2.47
Cash from Investing Activity,,0.05,-0.02,-0.39,0.16,-0.02,-0.58,-1.96
Cash from Financing Activity,,1.4,0.09,0.73,0.36,-0.3,1.12,4.52
Net Cash Flow,,0.36,-0.3,-0.35,0.06,0.41,-0.51,0.09
