,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,378.0,70,0,122,149,67,104,138,8,2
Inventory Days,13.0,254,298,107,588,412,178,208,34,2
Days Payable,15.0,23,85,145,209,81,81,83,5,2
Cash Conversion Cycle,376.0,301,213,84,528,397,202,263,37,2
Working Capital Days,841.0,810,1120,486,1055,711,503,280,46,1
ROCE %,,2,0,2,4,2,2,2,6,21
