,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,6,2,6,7,11,6,16,24,30,45,52,71
Cash from Investing Activity,-5,-7,-9,-27,-13,-14,-20,-17,-19,-35,-73,-136
Cash from Financing Activity,0,6,4,25,19,2,0,-4,-10,-9,18,64
Net Cash Flow,1,1,0,5,17,-6,-5,2,1,2,-2,-1
