,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3,4,5,5,5,5,5,5,5,5,5,5,5
Reserves,22,23,29,37,74,107,113,128,152,186,248,298,321
Borrowings,23,31,39,73,67,80,92,97,102,107,150,235,213
Other Liabilities,13,20,24,32,52,41,50,61,65,93,150,174,207
Total Liabilities,61,79,97,147,199,233,260,291,325,391,553,712,746
Fixed Assets,28,32,35,58,67,98,111,119,125,152,206,328,352
CWIP,0,0,2,4,2,2,2,4,9,10,21,14,12
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,33,46,60,85,131,132,146,168,191,229,326,371,382
Total Assets,61,79,97,147,199,233,260,291,325,391,553,712,746
