,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,4.16,13.1,2.65,3.04,8.1,-0.97,-1.47,12.55,4.1,13.52,1.13,-5.85
Cash from Investing Activity,-15.42,-14.41,3.6,30.95,1.75,-10.7,71.5,-15.14,-1.28,-14.5,-2.36,3.92
Cash from Financing Activity,-0.09,2.79,-6.36,-35.01,-8.05,9.09,-66.17,-0.34,7.24,-9.83,0.7000000000000001,2.6
Net Cash Flow,-11.35,1.48,-0.11,-1.02,1.8,-2.58,3.87,-2.93,10.06,-10.81,-0.53,0.68
