,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,117.25,150.18,170.3,155.49,101.51,188.17,193.15,142.3,124.13,151.85,121.93,105.99,68.45
Expenses,113.65,146.63,161.14,145.64,94.01,183.7,180.19,135.03,119.44,147.13,118.66,101.69,71.27
Operating Profit,3.6,3.55,9.16,9.85,7.5,4.47,12.96,7.27,4.69,4.72,3.27,4.3,-2.82
OPM %,3.07,2.36,5.38,6.33,7.39,2.38,6.71,5.11,3.78,3.11,2.68,4.06,-4.12
Other Income,0.12,0.36,0.31,0.02,0.18,0.53,0.43,0.15,0.21,0.02,0.86,0.19,0.26
Interest,1.11,1.2,1.5,1.4,1.78,1.75,2.24,2.23,1.49,2.9,3.95,2.99,2.88
Depreciation,0.47,0.75,0.69,0.63,0.63,0.63,0.85,0.62,0.66,0.76,0.81,0.71,0.71
Profit before tax,2.14,1.96,7.28,7.84,5.27,2.62,10.3,4.57,2.75,1.08,-0.63,0.79,-6.15
Tax %,25.7,32.14,21.84,25.0,24.86,25.19,24.95,25.16,25.09,25.0,9.52,40.51,5.2
Net Profit,1.59,1.33,5.7,5.88,3.95,1.96,7.74,3.42,2.06,0.8,-0.58,0.47,-5.83
EPS in Rs,1.17,0.9,3.5,4.74,3.45,1.49,6.27,3.06,1.65,0.69,0.06,0.65,-4.98
