,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74
DIIs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14
Public,28.26,28.26,28.26,28.26,28.26,28.26,28.26,28.25,28.27,28.12,28.13
No. of Shareholders,522.0,522.0,522.0,522.0,522.0,1070.0,1177.0,1208.0,1223.0,1141.0,1170.0
