,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.2,0.2,0.2,0.2,1.1,1.1,2.8,2.8,3.5,10.0,10.0,10.0,10.0
Reserves,0.61,0.61,0.59,1.6800000000000002,0.78,0.78,1.65,1.82,1.51,3.98,4.76,5.61,5.7
Borrowings,0.0,0.0,0.0,0.0,0.5,0.7000000000000001,0.73,0.8,0.86,0.77,6.47,0.0,0.0
Other Liabilities,0.0,0.01,0.0,0.0,0.02,0.02,0.08,0.2,0.31,0.23,0.35,0.07,0.4
Total Liabilities,0.81,0.8200000000000001,0.79,1.88,2.4,2.6,5.26,5.62,6.18,14.98,21.58,15.68,16.1
Fixed Assets,0.03,0.02,0.02,0.0,0.0,0.0,0.0,0.05,0.03,0.03,0.02,0.01,0.01
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.14,0.14,0.14,0.02,0.02,0.02,0.02,0.21,0.79,1.09,7.76,0.37,0.18
Other Assets,0.64,0.66,0.63,1.86,2.38,2.58,5.24,5.36,5.36,13.86,13.8,15.3,15.91
Total Assets,0.81,0.8200000000000001,0.79,1.88,2.4,2.6,5.26,5.62,6.18,14.98,21.58,15.68,16.1
