,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Expenses,0.16,3.61,0.22,0.17,0.15,0.19,0.19,0.17,0.24,0.23,0.31,0.19,0.21
Operating Profit,-0.16,-3.61,-0.22,-0.17,-0.15,-0.16,-0.19,-0.17,-0.24,-0.23,-0.31,-0.19,-0.21
OPM %,,,,,,-533.33,,,,,,,
Other Income,0.01,0.00,0.18,0.00,0.25,0.0,0.00,0.00,0.00,0.00,0.02,0.03,0.06
Interest,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Depreciation,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.04,0.04,0.04,0.04,0.04,0.04
Profit before tax,-0.29,-3.75,-0.17,-0.30,-0.03,-0.29,-0.32,-0.21,-0.28,-0.27,-0.33,-0.20,-0.19
Tax %,6.90,0.53,11.76,6.67,66.67,6.9,231.25,0.00,0.00,0.00,3.03,5.00,5.26
Net Profit,-0.27,-3.73,-0.15,-0.28,-0.01,-0.27,0.42,-0.20,-0.27,-0.26,-0.32,-0.19,-0.18
EPS in Rs,-0.14,-1.95,-0.08,-0.15,-0.01,-0.14,0.22,-0.10,-0.14,-0.14,-0.17,-0.10,-0.09
