,2022-06-01,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Sales,340.0,309.0,324.0,305.0,327.0
Expenses,284.0,268.0,273.0,260.0,272.0
Operating Profit,56.0,41.0,51.0,45.0,55.0
OPM %,16.0,13.0,16.0,15.0,17.0
Other Income,1.0,2.0,3.0,3.0,2.0
Interest,9.0,9.0,13.0,14.0,14.0
Depreciation,10.0,10.0,11.0,11.0,12.0
Profit before tax,38.0,23.0,29.0,22.0,32.0
Tax %,25.0,25.0,31.0,25.0,26.0
Net Profit,29.0,17.0,20.0,17.0,23.0
EPS in Rs,2.26,1.38,1.6,1.33,1.52
