,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,59,30,85,-15,46,41
Cash from Investing Activity,-49,-47,-47,-18,-42,-60
Cash from Financing Activity,-10,37,-45,19,1,15
Net Cash Flow,0,19,-7,-14,4,-4
