,2014-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-1.41,,2.87,7.15,2.74,-6.01,-2.67
Cash from Investing Activity,15.78,,3.83,0.2,0.15,-1.86,7.5
Cash from Financing Activity,-14.59,,-6.5600000000000005,-2.28,-3.45,3.89,-4.18
Net Cash Flow,-0.23,,0.14,5.07,-0.55,-3.97,0.65
