,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,50.52,50.52,50.52,50.52,50.17,99.51,90.49,90.0
Public,49.48,49.48,49.48,49.48,49.83,0.49,9.5,10.01
No. of Shareholders,10242.0,9909.0,9794.0,9794.0,9706.0,2405.0,4938.0,4663.0
