,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,2,1,1,1,1,1,1,1,1
Reserves,107,91,108,136,165,189,205,218,240
Borrowings,0,0,0,0,0,6,4,3,1
Other Liabilities,55,50,78,88,67,81,127,133,153
Total Liabilities,163,143,187,225,234,277,337,355,396
Fixed Assets,24,23,22,22,23,26,36,48,47
CWIP,0,0,0,0,0,0,4,0,0
Investments,0,0,0,0,0,0,0,0,0
Other Assets,139,121,165,203,210,251,297,307,349
Total Assets,163,143,187,225,234,277,337,355,396
