,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,49.74,75.17,31.93,38.72,69.23,75.59,72.53,64.19,68.68,52.76,76.27,90.69,80.45
Expenses,40.53,54.47,32.89,34.13,54.42,65.11,56.38,55.2,56.89,50.74,64.23,72.18,69.29
Operating Profit,9.21,20.7,-0.96,4.59,14.81,10.48,16.15,8.99,11.79,2.02,12.04,18.51,11.16
OPM %,18.52,27.54,-3.01,11.85,21.39,13.86,22.27,14.01,17.17,3.83,15.79,20.41,13.87
Other Income,1.97,2.71,2.61,2.39,2.75,2.77,2.37,2.23,2.47,2.64,3.19,3.85,1.24
Interest,0.08,0.12,0.11,0.15,0.16,0.15,0.32,0.13,0.14,0.23,0.13,0.15,0.12
Depreciation,0.92,0.97,1.15,0.94,0.91,0.88,0.92,1.06,1.07,1.19,1.19,1.2,1.16
Profit before tax,10.18,22.32,0.39,5.89,16.49,12.22,17.28,10.03,13.05,3.24,13.91,21.01,11.12
Tax %,26.13,25.27,10.26,25.98,26.08,25.61,25.06,26.02,25.82,27.78,25.74,25.46,25.27
Net Profit,7.52,16.68,0.35,4.36,12.19,9.09,12.95,7.42,9.68,2.34,10.33,15.66,8.31
EPS in Rs,51.71,114.7,2.41,29.98,83.83,62.51,89.05,51.02,66.57,16.09,71.04,107.69,57.14
