,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-11-01
Promoters,70.01,64.33,60.19,60.18,56.89
FIIs,0.55,4.78,4.36,4.13,4.44
DIIs,17.13,14.79,18.64,20.01,24.23
Public,12.32,16.1,16.81,15.68,14.45
No. of Shareholders,9248.0,18578.0,39626.0,51686.0,44787.0
