,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-409,-43,104,-83,-153
Cash from Investing Activity,-64,13,-21,-8,-14
Cash from Financing Activity,358,32,6,20,138
Net Cash Flow,-115,2,90,-71,-29
