,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,208.0,133,284,358,276
Inventory Days,,,,,
Days Payable,,,,,
Cash Conversion Cycle,208.0,133,284,358,276
Working Capital Days,-61.0,-28,-419,-207,72
ROCE %,,1,-21,-7,14
