,2022-06-01,2022-09-01,2023-06-01,2023-09-01
Sales,89.0,82.0,110.0,94.0
Expenses,77.0,79.0,94.0,103.0
Operating Profit,12.0,4.0,16.0,-8.0
OPM %,13.0,5.0,14.0,-9.0
Other Income,3.0,7.0,2.0,3.0
Interest,3.0,7.0,6.0,6.0
Depreciation,5.0,5.0,5.0,5.0
Profit before tax,7.0,-1.0,7.0,-16.0
Tax %,13.0,-117.0,18.0,-6.0
Net Profit,6.0,-2.0,6.0,-17.0
EPS in Rs,0.52,-0.14,0.52,-1.09
