,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10,11,11,11,11,16
Reserves,224,202,112,90,158,726
Borrowings,116,151,61,63,178,197
Other Liabilities,854,511,376,383,333,389
Total Liabilities,1204,874,561,547,681,1327
Fixed Assets,285,236,146,112,115,119
CWIP,8,3,2,4,4,0
Investments,0,0,0,0,0,0
Other Assets,911,636,413,431,562,1208
Total Assets,1204,874,561,547,681,1327
