,2021-03-01,2022-03-01,2023-03-01
Debtor Days,430.54,124.26,129.63
Inventory Days,369.26,103.22,128.73
Days Payable,455.4,135.07,143.88
Cash Conversion Cycle,344.41,92.41,114.48
Working Capital Days,487.07,138.17,131.4
ROCE %,,4.85,8.78
