,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3.34,4.54,4.54,4.7
Reserves,1.44,6.45,7.17,8.32
Borrowings,7.49,7.25,10.3,8.66
Other Liabilities,5.73,9.85,12.29,19.93
Total Liabilities,18.0,28.09,34.3,41.61
Fixed Assets,1.7000000000000002,2.01,10.13,9.96
CWIP,1.22,4.48,0.02,0.03
Investments,0.0,0.49,0.02,1.88
Other Assets,15.08,21.11,24.13,29.74
Total Assets,18.0,28.09,34.3,41.61
