,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.05,0.05,1.18,1.6800000000000002,1.6800000000000002
Reserves,-0.02,0.34,0.8200000000000001,6.73,6.95
Borrowings,0.0,0.0,4.11,1.28,1.16
Other Liabilities,0.52,0.94,3.16,2.03,1.5
Total Liabilities,0.55,1.33,9.27,11.72,11.29
Fixed Assets,0.0,0.0,0.41,0.33,0.31
CWIP,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0
Other Assets,0.55,1.33,8.86,11.39,10.98
Total Assets,0.55,1.33,9.27,11.72,11.29
