,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,2.76,5.3,3.45,3.68,4.4
Expenses,2.42,4.27,2.92,3.26,4.14
Operating Profit,0.34,1.03,0.53,0.42,0.26
OPM %,12.32,19.43,15.36,11.41,5.91
Other Income,0.0,0.01,0.03,0.13,0.09
Interest,0.02,0.13,0.15,0.05,0.01
Depreciation,0.01,0.06,0.05,0.05,0.05
Profit before tax,0.31,0.85,0.36,0.45,0.29
Tax %,25.81,32.94,25.0,33.33,27.59
Net Profit,0.24,0.57,0.27,0.3,0.22
EPS in Rs,2.04,4.84,1.61,1.78,1.31
