,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,84.66,111.31,113.27,146.6,133.87,115.15,156.17,119.92,73.04,70.05,125.5,130.34,137.48
Expenses,83.01,109.15,107.17,139.67,126.25,107.22,150.59,114.15,75.59,65.28,117.34,124.48,129.81
Operating Profit,1.65,2.16,6.1,6.93,7.62,7.93,5.58,5.77,-2.55,4.77,8.16,5.86,7.67
OPM %,1.95,1.94,5.39,4.73,5.69,6.89,3.57,4.81,-3.49,6.81,6.5,4.5,5.58
Other Income,0.24,0.07,-0.06,0.41,0.02,0.0,0.5,0.54,0.29,0.69,0.76,0.54,0.03
Interest,3.08,3.41,3.6,3.75,3.34,3.73,2.8,3.41,1.6,3.26,2.45,3.46,3.45
Depreciation,1.84,1.82,1.77,1.83,1.85,1.84,1.77,1.84,1.84,1.83,1.8,1.82,1.85
Profit before tax,-3.03,-3.0,0.67,1.76,2.45,2.36,1.51,1.06,-5.7,0.37,4.67,1.12,2.4
Tax %,-7.59,34.33,-673.13,-6.82,-4.49,-19.49,170.2,-89.62,1.05,-13.51,-33.83,-12.5,12.08
Net Profit,-3.27,-1.97,5.18,1.88,2.56,2.82,-1.07,2.02,-5.64,0.41,6.25,1.25,2.11
EPS in Rs,-2.62,-1.58,4.14,1.5,2.05,2.26,-0.86,1.62,-4.51,0.33,5.0,1.0,1.69
