,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,10.0,11,10,13,13,16,20,23,13,22
Inventory Days,209.0,230,218,221,214,243,241,293,284,276
Days Payable,85.0,92,82,89,108,129,129,207,141,120
Cash Conversion Cycle,134.0,148,146,145,119,129,132,109,155,177
Working Capital Days,59.0,79,75,66,57,68,69,61,67,78
ROCE %,,39,36,32,40,31,21,9,20,24
