,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,26,26,26,27,27,27,27,28,28,28,28,28,28
Reserves,23,29,33,33,33,48,46,56,67,87,110,132,137
Borrowings,0,1,6,6,11,10,11,18,5,7,2,2,6
Other Liabilities,15,21,22,19,23,28,30,31,30,22,22,37,49
Total Liabilities,64,78,88,85,94,112,114,132,129,143,162,199,221
Fixed Assets,17,18,16,36,39,41,44,44,43,49,43,37,38
CWIP,8,14,28,15,12,14,13,15,12,0,0,0,0
Investments,8,23,17,9,9,14,14,22,26,43,72,88,106
Other Assets,32,23,27,25,34,43,44,51,48,51,47,74,77
Total Assets,64,78,88,85,94,112,114,132,129,143,162,199,221
