,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,54.24,58.66,72.34,72.34,72.34,72.34,72.33,72.33
Public,45.76,41.34,27.66,27.66,27.66,27.66,27.68,27.67
No. of Shareholders,3642.0,3716.0,3557.0,3476.0,3500.0,3559.0,3648.0,3541.0
