,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,19.74,18.13,20.77,15.43,0.66,0.62,0.67,0.71,0.78,0.65,0.72,0.81,0.85
Expenses,18.45,17.78,20.09,17.84,0.32,0.41,0.51,0.39,0.39,0.38,0.42,0.33,0.31
Operating Profit,1.29,0.35,0.68,-2.41,0.34,0.21,0.16,0.32,0.39,0.27,0.3,0.48,0.54
OPM %,6.53,1.93,3.27,-15.62,51.52,33.87,23.88,45.07,50.0,41.54,41.67,59.26,63.53
Other Income,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
Interest,0.21,0.12,0.1,0.27,0.05,0.06,0.06,0.05,0.04,0.04,0.04,0.02,0.01
Depreciation,0.42,0.41,0.5,0.39,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.22,0.22
Profit before tax,0.69,-0.18,0.09,-3.07,0.07,-0.07,-0.12,0.05,0.13,0.04,0.03,0.24,0.31
Tax %,30.43,33.33,33.33,0.0,28.57,57.14,0.0,-20.0,30.77,25.0,0.0,29.17,25.81
Net Profit,0.49,-0.12,0.07,-3.08,0.05,-0.03,-0.12,0.05,0.08,0.03,0.03,0.17,0.23
EPS in Rs,1.22,-0.3,0.18,-7.7,0.12,-0.08,-0.3,0.12,0.2,0.08,0.08,0.42,0.58
